categorize;recipe_name;tags;avg_score;difficulty;ingredient;rating_count;calorie;preparation_time;comment_user;recipe_url
Geränken;Rote Bete Lasagne mit Feta und Honig;['Gemüse', 'Hauptspeise', 'Sommer', 'Auflauf', 'Vegetarisch', 'Lactose'];4.45;normal;['2Knolle/n', 'RoteBete,frische', '2Pck.', 'Feta-Käse,möglichstechterSchafskäse', '1Handvoll', 'Kräuter,frische,gemischt(Thymian,Majoran,Estragonund/oderRosmarin)', '4EL', 'Honig', '5EL', 'Olivenöl,gutes'];108;474kcal;20 Min;[{'rating': 'rating-5', 'name': 'roelimaus', 'sex': 'weiblich', 'age': 'None', 'marriage_status': 'Single', 'job': 'Studentin'}, {'rating': 'rating-5', 'name': 'Woody_82', 'sex': 'weiblich', 'age': '37 Jahre', 'marriage_status': 'None', 'job': 'None'}, {'rating': 'rating-5', 'name': 'andy_ay', 'sex': 'weiblich', 'age': '22 Jahre', 'marriage_status': 'None', 'job': 'None'}, {'rating': 'rating-5', 'name': 'schaech001', 'sex': 'weiblich', 'age': '69 Jahre', 'marriage_status': 'Verwitwet', 'job': 'Rentnerin'}, {'rating': 'rating-4', 'name': 'gabipan', 'sex': 'weiblich', 'age': 'None', 'marriage_status': 'Verheiratet', 'job': 'None'}, {'rating': 'rating-3', 'name': 'Engelchen3000', 'sex': 'weiblich', 'age': '29 Jahre', 'marriage_status': 'None', 'job': 'Medizinischer Bereich'}, {'rating': 'rating-4', 'name': 'j1a1b1', 'sex': 'weiblich', 'age': 'None', 'marriage_status': 'None', 'job': 'Dies und das'}, {'rating': 'rating-5', 'name': 'cherry-la-boom', 'sex': 'weiblich', 'age': 'None', 'marriage_status': 'None', 'job': 'None'}, {'rating': 'rating-4', 'name': 'Stiti82', 'sex': 'weiblich', 'age': '38 Jahre', 'marriage_status': 'Verheiratet', 'job': 'Bankkauffrau'}, {'rating': 'rating-5', 'name': 'wx666', 'sex': 'männlich', 'age': 'None', 'marriage_status': 'None', 'job': 'None'}, {'rating': 'rating-5', 'name': 'jokocon', 'sex': 'männlich', 'age': '51 Jahre', 'marriage_status': 'Vergeben', 'job': 'None'}, {'rating': 'rating-5', 'name': 'NadFries', 'sex': 'weiblich', 'age': '35 Jahre', 'marriage_status': 'Verheiratet', 'job': 'None'}, {'rating': 'rating-4', 'name': 'Jay-copson', 'sex': 'weiblich', 'age': '32 Jahre', 'marriage_status': 'None', 'job': 'None'}, {'rating': 'rating-5', 'name': 'Christine_Z', 'sex': 'weiblich', 'age': '36 Jahre', 'marriage_status': 'None', 'job': 'None'}, {'rating': 'rating-3', 'name': 'jua', 'sex': 'weiblich', 'age': 'None', 'marriage_status': 'None', 'job': 'None'}, {'rating': 'rating-5', 'name': 'Hogan185', 'sex': 'weiblich', 'age': 'None', 'marriage_status': 'None', 'job': 'None'}, {'rating': 'rating-5', 'name': 'dreipiachtel', 'sex': 'weiblich', 'age': 'None', 'marriage_status': 'None', 'job': 'None'}, {'rating': 'rating-5', 'name': 'Ken_Hom', 'sex': 'männlich', 'age': '56 Jahre', 'marriage_status': 'None', 'job': 'None'}, {'rating': 'rating-3', 'name': 'räuber-tochter', 'sex': 'weiblich', 'age': 'None', 'marriage_status': 'Vergeben', 'job': 'None'}, {'rating': 'rating-5', 'name': 'Freizeitköchin0407', 'sex': 'weiblich', 'age': 'None', 'marriage_status': 'None', 'job': 'None'}, {'rating': 'rating-4', 'name': 'ßeimen', 'sex': 'männlich', 'age': '48 Jahre', 'marriage_status': 'None', 'job': 'None'}, {'rating': 'rating-5', 'name': 'Wildkräuterfan', 'sex': 'weiblich', 'age': 'None', 'marriage_status': 'None', 'job': 'None'}, {'rating': 'rating-5', 'name': 'Superpenno', 'sex': 'weiblich', 'age': 'None', 'marriage_status': 'None', 'job': 'None'}, {'rating': 'rating-5', 'name': 'trachurus', 'sex': 'weiblich', 'age': 'None', 'marriage_status': 'None', 'job': 'None'}, {'rating': 'rating-4', 'name': 'freshflash', 'sex': 'weiblich', 'age': 'None', 'marriage_status': 'None', 'job': 'None'}, {'rating': 'rating-4', 'name': 'Die_Flinke', 'sex': 'weiblich', 'age': 'None', 'marriage_status': 'Verheiratet', 'job': 'Call Center Agent und Online Shop Besitzerin'}, {'rating': 'rating-5', 'name': 'CldGrg', 'sex': 'None', 'age': 'None', 'marriage_status': 'Verheiratet', 'job': 'None'}, {'rating': 'rating-5', 'name': 'Katharilillie', 'sex': 'weiblich', 'age': 'None', 'marriage_status': 'Vergeben', 'job': 'None'}, {'rating': 'rating-4', 'name': 'carna', 'sex': 'weiblich', 'age': 'None', 'marriage_status': 'Vergeben', 'job': 'None'}, {'rating': 'rating-5', 'name': 'Lillifee00', 'sex': 'weiblich', 'age': '30 Jahre', 'marriage_status': 'None', 'job': 'None'}, {'rating': 'rating-4', 'name': 'fredl3', 'sex': 'weiblich', 'age': '37 Jahre', 'marriage_status': 'None', 'job': 'None'}, {'rating': 'rating-4', 'name': 'Savoirvivre', 'sex': 'None', 'age': '41 Jahre', 'marriage_status': 'Verheiratet', 'job': 'None'}, {'rating': 'rating-5', 'name': 'Rina2014', 'sex': 'weiblich', 'age': 'None', 'marriage_status': 'None', 'job': 'None'}, {'rating': 'rating-5', 'name': 'sonyeah15', 'sex': 'weiblich', 'age': '30 Jahre', 'marriage_status': 'Vergeben', 'job': 'None'}, {'rating': 'rating-5', 'name': 'xeor', 'sex': 'weiblich', 'age': '33 Jahre', 'marriage_status': 'None', 'job': 'None'}, {'rating': 'rating-4', 'name': 'Levitate', 'sex': 'männlich', 'age': 'None', 'marriage_status': 'None', 'job': 'Soundanalytiker'}, {'rating': 'rating-5', 'name': 'Smartie451', 'sex': 'weiblich', 'age': 'None', 'marriage_status': 'None', 'job': 'None'}, {'rating': 'rating-5', 'name': 'kerli-heartless', 'sex': 'weiblich', 'age': '23 Jahre', 'marriage_status': 'None', 'job': 'Schülerin'}, {'rating': 'rating-5', 'name': 'Lisa_isst', 'sex': 'weiblich', 'age': 'None', 'marriage_status': 'Verheiratet', 'job': 'None'}, {'rating': 'rating-5', 'name': 'Eneleh1961', 'sex': 'weiblich', 'age': 'None', 'marriage_status': 'None', 'job': 'None'}, {'rating': 'rating-5', 'name': 'Glory84', 'sex': 'weiblich', 'age': '35 Jahre', 'marriage_status': 'None', 'job': 'None'}, {'rating': 'rating-5', 'name': 'schmitzki', 'sex': 'männlich', 'age': 'None', 'marriage_status': 'None', 'job': 'None'}, {'rating': 'rating-4', 'name': 'birke_julia', 'sex': 'weiblich', 'age': 'None', 'marriage_status': 'None', 'job': 'None'}];"https://www.chefkoch.de/rezepte/2211911354222131/Rote-Bete-Lasagne-mit-Feta-und-Honig.html
"
Geränken;Birnen und Teig mit Speck;['Fleisch', 'Sommer', 'Europa', 'Auflauf', 'Deutschland', 'Süßspeise', 'Herbst', 'cross-cooking', 'Gluten', 'Lactose'];4.45;simpel;['500g', 'Birne(n)', '1EL', 'Zucker', 'etwas', 'Zimt', '250g', 'Speck,durchwachsener,indünneScheibengeschnitten', 'FettfürdieForm'];9;4143kcal;25 Min;[{'rating': 'rating-5', 'name': 'ShayaPraeyodan', 'sex': 'weiblich', 'age': 'None', 'marriage_status': 'None', 'job': 'None'}, {'rating': 'rating-5', 'name': 'Sahnekleks', 'sex': 'weiblich', 'age': 'None', 'marriage_status': 'None', 'job': 'None'}, {'rating': 'rating-5', 'name': 'Pillepalle14', 'sex': 'weiblich', 'age': '52 Jahre', 'marriage_status': 'Vergeben', 'job': 'None'}, {'rating': 'rating-4', 'name': 'reke', 'sex': 'weiblich', 'age': '56 Jahre', 'marriage_status': 'Vergeben', 'job': 'Rentner aus gesundheitlichen Gründen'}, {'rating': 'rating-5', 'name': 'Katinka0102', 'sex': 'weiblich', 'age': 'None', 'marriage_status': 'Verheiratet', 'job': 'None'}];"https://www.chefkoch.de/rezepte/1539631260175199/Birnen-und-Teig-mit-Speck.html
"
Geränken;Birnen, eingeweckt;['Vegetarisch', 'Vegan', 'Basisrezepte', 'Herbst', 'Frucht', 'gekocht', 'Haltbarmachen'];4.45;simpel;['1kg', 'Birne(n),müssenhartsein', '125g', 'Zucker', '1½Liter', 'Wasser', '½Pck.', 'Vanillezucker,oder1/2Vanilleschote'];9;1042kcal;60 Min;[{'rating': 'rating-5', 'name': 'Rosalilla', 'sex': 'None', 'age': 'None', 'marriage_status': 'Verheiratet', 'job': 'Hauswirtschaftsmeisterin'}, {'rating': 'rating-5', 'name': 'rotemarie', 'sex': 'männlich', 'age': 'None', 'marriage_status': 'None', 'job': 'None'}, {'rating': 'rating-5', 'name': 'kathawillwas', 'sex': 'weiblich', 'age': '35 Jahre', 'marriage_status': 'Vergeben', 'job': 'Medizinstudentin'}, {'rating': 'rating-5', 'name': 'adi52', 'sex': 'weiblich', 'age': 'None', 'marriage_status': 'None', 'job': 'None'}, {'rating': 'rating-4', 'name': 'Eichhoernchen64', 'sex': 'weiblich', 'age': '55 Jahre', 'marriage_status': 'None', 'job': 'None'}];"https://www.chefkoch.de/rezepte/2018941327097046/Birnen-eingeweckt.html
"
Geränken;Holunder - Birnen - Marmelade;['Aufstrich', 'Herbst', 'Haltbarmachen'];4.45;simpel;['1kg', 'Birne(n)', '1kg', 'Holunderbeeren(ohneStiele)', '¾kg', 'Zucker', '2Beutel', 'Gelfix', 'etwas', 'Wasser'];20;NA;30 Min;[{'rating': 'rating-4', 'name': 'Flash6', 'sex': 'männlich', 'age': 'None', 'marriage_status': 'None', 'job': 'None'}, {'rating': 'rating-4', 'name': 'TinisMama', 'sex': 'weiblich', 'age': 'None', 'marriage_status': 'None', 'job': 'Steuerberater'}, {'rating': 'rating-5', 'name': 'xtiarax', 'sex': 'weiblich', 'age': '26 Jahre', 'marriage_status': 'None', 'job': 'Schüler'}, {'rating': 'rating-5', 'name': 'stephi1977', 'sex': 'weiblich', 'age': '42 Jahre', 'marriage_status': 'None', 'job': 'None'}, {'rating': 'rating-5', 'name': 'cloudfairy', 'sex': 'weiblich', 'age': 'None', 'marriage_status': 'Single', 'job': 'None'}, {'rating': 'rating-4', 'name': 'Hexlein08', 'sex': 'None', 'age': 'None', 'marriage_status': 'Single', 'job': 'Selbstständig'}, {'rating': 'rating-5', 'name': 'Uschi2304', 'sex': 'weiblich', 'age': '65 Jahre', 'marriage_status': 'Verheiratet', 'job': 'Arzthelferin a. D.'}, {'rating': 'rating-5', 'name': 'TracyS', 'sex': 'None', 'age': 'None', 'marriage_status': 'None', 'job': 'Köchin'}, {'rating': 'rating-5', 'name': 'guenni_mk', 'sex': 'männlich', 'age': 'None', 'marriage_status': 'Verheiratet', 'job': 'Dipl.-Ing.'}, {'rating': 'rating-4', 'name': 'papa-lapap', 'sex': 'männlich', 'age': 'None', 'marriage_status': 'None', 'job': 'None'}, {'rating': 'rating-4', 'name': 'sam3', 'sex': 'weiblich', 'age': '34 Jahre', 'marriage_status': 'Vergeben', 'job': 'Gesundheits- und Krankenpfleger'}];"https://www.chefkoch.de/rezepte/324721114613398/Holunder-Birnen-Marmelade.html
"
Geränken;Blaubeer-Thymian Marmelade;['Sommer', 'Aufstrich', 'Frühstück', 'Frucht', 'Haltbarmachen'];4.45;simpel;['500g', 'Heidelbeeren,(Blaubeeren)', '2EL', 'Thymian,(Blätter)', '2EL', 'Zitronensaft', '1TL', 'Zitronensäure', '300g', 'Gelierzucker,2:1'];31;NA;15 Min;[{'rating': 'rating-5', 'name': 'VivianeThien', 'sex': 'weiblich', 'age': '24 Jahre', 'marriage_status': 'Single', 'job': 'None'}, {'rating': 'rating-5', 'name': 'Schildmaid78', 'sex': 'weiblich', 'age': 'None', 'marriage_status': 'Vergeben', 'job': 'None'}, {'rating': 'rating-5', 'name': 'tenderloin', 'sex': 'weiblich', 'age': 'None', 'marriage_status': 'None', 'job': 'None'}, {'rating': 'rating-5', 'name': 'Woodie94', 'sex': 'weiblich', 'age': '26 Jahre', 'marriage_status': 'Single', 'job': 'Auszubildende'}, {'rating': 'rating-5', 'name': 'köcarli3', 'sex': 'weiblich', 'age': 'None', 'marriage_status': 'None', 'job': 'None'}, {'rating': 'rating-4', 'name': 'xiaolongbao', 'sex': 'weiblich', 'age': 'None', 'marriage_status': 'None', 'job': 'None'}, {'rating': 'rating-5', 'name': 'Spirale', 'sex': 'weiblich', 'age': 'None', 'marriage_status': 'None', 'job': 'None'}, {'rating': 'rating-3', 'name': 'Jungfer_am_Herd', 'sex': 'weiblich', 'age': 'None', 'marriage_status': 'None', 'job': 'None'}, {'rating': 'rating-5', 'name': 'Steinkleetee', 'sex': 'weiblich', 'age': '54 Jahre', 'marriage_status': 'None', 'job': 'None'}, {'rating': 'rating-5', 'name': 'Norgeutvandrer', 'sex': 'weiblich', 'age': 'None', 'marriage_status': 'None', 'job': 'None'}, {'rating': 'rating-3', 'name': 'Tobi-94', 'sex': 'männlich', 'age': '25 Jahre', 'marriage_status': 'None', 'job': 'Hotelfachmann'}, {'rating': 'rating-5', 'name': 'mapriposa', 'sex': 'weiblich', 'age': '65 Jahre', 'marriage_status': 'Single', 'job': 'Betriebswirtin'}, {'rating': 'rating-4', 'name': 'Monika', 'sex': 'weiblich', 'age': '60 Jahre', 'marriage_status': 'Verheiratet', 'job': 'None'}, {'rating': 'rating-4', 'name': 'peluchito', 'sex': 'None', 'age': 'None', 'marriage_status': 'Verheiratet', 'job': 'Fremdenführerin'}, {'rating': 'rating-5', 'name': 'Saharrah', 'sex': 'weiblich', 'age': '39 Jahre', 'marriage_status': 'Vergeben', 'job': 'None'}, {'rating': 'rating-4', 'name': 'ZaraPaz', 'sex': 'None', 'age': '32 Jahre', 'marriage_status': 'Vergeben', 'job': 'Untergrunddämon'}, {'rating': 'rating-5', 'name': 'FortunaBroetchen', 'sex': 'weiblich', 'age': '53 Jahre', 'marriage_status': 'Vergeben', 'job': 'Servicekraft oder auch Tellertaxi genannt'}, {'rating': 'rating-5', 'name': 'mimatochter1952', 'sex': 'None', 'age': 'None', 'marriage_status': 'Verheiratet', 'job': 'Vorstand eines kleinen Familienunternehmens + leidenschaftliche Omi'}, {'rating': 'rating-5', 'name': 'Jeanny-B', 'sex': 'weiblich', 'age': '45 Jahre', 'marriage_status': 'None', 'job': 'None'}, {'rating': 'rating-5', 'name': 'oceangipsy', 'sex': 'weiblich', 'age': '34 Jahre', 'marriage_status': 'None', 'job': 'Gymnasiallehrerin'}, {'rating': 'rating-5', 'name': 'Minimark', 'sex': 'weiblich', 'age': '60 Jahre', 'marriage_status': 'Verheiratet', 'job': 'Restaurantfachfrau'}, {'rating': 'rating-4', 'name': 'Fusul', 'sex': 'weiblich', 'age': 'None', 'marriage_status': 'Single', 'job': 'None'}];"https://www.chefkoch.de/rezepte/1914731312018941/Blaubeer-Thymian-Marmelade.html
"
Geränken;Lammtopf mit Bohnen und Kartoffeln;['Gemüse', 'Hauptspeise', 'Sommer', 'Schmoren', 'LammoderZiege', 'Eintopf', 'Kartoffeln'];4.45;normal;['800g', 'LammschulteroderausderKeule', '3große', 'Zwiebel(n)', '4Zehe/n', 'Knoblauch', '2Zweig/e', 'Thymian', '2Zweig/e', 'Rosmarin', '2Zweig/e', 'Oregano', '2', 'Lorbeerblätter', '4EL', 'Olivenöl', '2EL', 'Zitronensaft', '400g', 'Bohnen,grünevtl.TK.', '500g', 'Kartoffel(n)', '1Dose', 'Bohnen,großeweiße.425g', '1Dose', 'Tomate(n),425g', '250ml', 'Rotwein', '250ml', 'Rinderbrühe', 'SalzundPfeffer,ausderMühle'];9;NA;40 Min;[{'rating': 'rating-5', 'name': 'skorpion66', 'sex': 'weiblich', 'age': 'None', 'marriage_status': 'None', 'job': 'None'}, {'rating': 'rating-5', 'name': 'dellekat', 'sex': 'männlich', 'age': 'None', 'marriage_status': 'None', 'job': 'None'}, {'rating': 'rating-5', 'name': 'larissa6239', 'sex': 'weiblich', 'age': '57 Jahre', 'marriage_status': 'None', 'job': 'None'}, {'rating': 'rating-4', 'name': 'Achim-Hilde', 'sex': 'männlich', 'age': '69 Jahre', 'marriage_status': 'Verheiratet', 'job': 'Pensioner'}, {'rating': 'rating-5', 'name': 'Pumpkin-Pie', 'sex': 'weiblich', 'age': '57 Jahre', 'marriage_status': 'Verheiratet', 'job': 'None'}];"https://www.chefkoch.de/rezepte/1185521224516412/Lammtopf-mit-Bohnen-und-Kartoffeln.html
"
Geränken;Hühnchen mit Kichererbsen in Tomaten aus der Tajine;['Gemüse', 'Hauptspeise', 'Geflügel', 'Winter', 'Schmoren', 'Herbst', 'Afrika', 'Festlich', 'Marokko', 'Hülsenfrüchte'];4.45;normal;['400g', 'Hähnchenbrustfilet(s)', '500g', 'Tomate(n)', '2', 'Schalotte(n)', '2', 'Knoblauchzehe(n)', '1Dose', 'Kichererbsen', '3EL', 'Honig', '500ml', 'Hühnerbrühe', '1EL', 'Ingwerpaste(Ingwer-Knoblauch-Paste)', '1Zweig/e', 'Koriander', '1', 'Thymianzweig(e)', '5', 'Salbeiblätter', '8', 'Aprikose(n)(Trockenaprikosen)', '1Handvoll', 'Rosinen', '7Blätter', 'Zitronenbasilikum', '1TL', 'GaramMasala', '1TL', 'RaselHanout', '1TL', 'Kurkumapulver', '2TL', 'Zimtpulver', '1TL', 'Paprikapulver', '1EL', 'Sesam', '2EL', 'Olivenöl'];9;NA;40 Min;[{'rating': 'rating-5', 'name': 'MrLebowski', 'sex': 'männlich', 'age': 'None', 'marriage_status': 'None', 'job': 'None'}, {'rating': 'rating-5', 'name': 'domi_1987', 'sex': 'weiblich', 'age': 'None', 'marriage_status': 'Verheiratet', 'job': 'None'}];"https://www.chefkoch.de/rezepte/3421871509745935/Huehnchen-mit-Kichererbsen-in-Tomaten-aus-der-Tajine.html
"
Geränken;Brombeer-Quark-Kuchen mit Zimtstreuseln;['Backen', 'Sommer', 'Vegetarisch', 'Kuchen', 'Frucht', 'Gluten', 'Lactose'];4.45;normal;['200g', 'Mehl', '5g', 'Zimtpulver', '180g', 'Butter', '160g', 'Zucker', '400g', 'Brombeeren', '3', 'Ei(er)', '500g', 'Quark,20%Fett', '175g', 'Frischkäse', '30g', 'Vanillezucker', '2EL', 'Zitronensaft', '3EL', 'Speisestärke', '1Prise(n)', 'Salz', '1EL', 'Puderzucker'];9;4487kcal;40 Min;[{'rating': 'rating-5', 'name': 'slayersat', 'sex': 'weiblich', 'age': '33 Jahre', 'marriage_status': 'None', 'job': 'None'}, {'rating': 'rating-5', 'name': 'Dimple61', 'sex': 'männlich', 'age': '58 Jahre', 'marriage_status': 'None', 'job': 'None'}, {'rating': 'rating-5', 'name': 'mibuline', 'sex': 'weiblich', 'age': '25 Jahre', 'marriage_status': 'None', 'job': 'None'}, {'rating': 'rating-5', 'name': 'minita88', 'sex': 'weiblich', 'age': 'None', 'marriage_status': 'None', 'job': 'None'}, {'rating': 'rating-4', 'name': 'KüchenNudel_', 'sex': 'weiblich', 'age': '27 Jahre', 'marriage_status': 'None', 'job': 'None'}, {'rating': 'rating-5', 'name': 'sweet-maja', 'sex': 'weiblich', 'age': 'None', 'marriage_status': 'None', 'job': 'None'}];"https://www.chefkoch.de/rezepte/3378061502544023/Brombeer-Quark-Kuchen-mit-Zimtstreuseln.html
"
Geränken;Bulgarisches Osterbrot;['Backen', 'Osteuropa', 'Kuchen', 'Ostern'];4.45;pfiffig;['500g', 'Mehl,evtl.mehr', '1Prise(n)', 'Salz', '15g', 'Hefe,frische', '3', 'Ei(er)', '125ml', 'Milch,lauwarme', '125g', 'Zucker', '100g', 'Butter,zerlassenundleichtabgekühlt', '1Pck.', 'Vanilleoder', '1TL', 'Zitronenschale,unbehandelt,abgerieben', 'etwas', 'ZuckerzumBestreuen', 'evtl.', 'Mandel(n),geschälteund', 'WalnüssezumGarnieren', '1EL', 'Schnaps(Obstler),evtl.', '1', 'Ei(er),verquirltzumBestreichen', 'FettfürdieForm', 'evtl.', 'Walnüsse,gehackt', 'evtl.', 'Milch', 'evtl.', 'Zimt-Zucker', 'evtl.', 'Kakaopulver'];9;NA;60 Min;[{'rating': 'rating-5', 'name': 'Jordy1982', 'sex': 'weiblich', 'age': '37 Jahre', 'marriage_status': 'None', 'job': 'None'}, {'rating': 'rating-5', 'name': 'Sternchenfee73', 'sex': 'weiblich', 'age': 'None', 'marriage_status': 'None', 'job': 'None'}, {'rating': 'rating-5', 'name': 'Delfina36', 'sex': 'weiblich', 'age': 'None', 'marriage_status': 'Vergeben', 'job': 'None'}, {'rating': 'rating-5', 'name': 'Billy774', 'sex': 'weiblich', 'age': 'None', 'marriage_status': 'None', 'job': 'None'}, {'rating': 'rating-5', 'name': 'LiliVanilli', 'sex': 'weiblich', 'age': 'None', 'marriage_status': 'Verheiratet', 'job': 'habe ich auch'}, {'rating': 'rating-5', 'name': 'joli4ka', 'sex': 'weiblich', 'age': '44 Jahre', 'marriage_status': 'Verheiratet', 'job': 'MAMA'}, {'rating': 'rating-4', 'name': 'musikrena', 'sex': 'weiblich', 'age': 'None', 'marriage_status': 'None', 'job': 'Linguistin'}, {'rating': 'rating-5', 'name': 'umj42', 'sex': 'männlich', 'age': 'None', 'marriage_status': 'Verheiratet', 'job': 'Informatiker'}];"https://www.chefkoch.de/rezepte/1487381253956106/Bulgarisches-Osterbrot.html
"
Geränken;Cassis (Trüschel);['Getränk', 'Sommer', 'Vegetarisch', 'Vegan', 'Haltbarmachen', 'Likör'];4.45;simpel;['1Liter', 'Schnaps,(30%-40%)', '600g', 'Johannisbeeren,schwarze', '300g', 'Kandiszucker,groberbrauner', '2', 'Vanilleschote(n)', '2Stange/n', 'Zimt'];9;1894kcal;30 Min;[{'rating': 'rating-5', 'name': 'Aurora1977', 'sex': 'weiblich', 'age': '43 Jahre', 'marriage_status': 'Vergeben', 'job': 'None'}, {'rating': 'rating-4', 'name': '257tijan', 'sex': 'weiblich', 'age': 'None', 'marriage_status': 'None', 'job': 'None'}, {'rating': 'rating-5', 'name': 'Monika', 'sex': 'weiblich', 'age': '60 Jahre', 'marriage_status': 'Verheiratet', 'job': 'None'}, {'rating': 'rating-5', 'name': 'MJ52', 'sex': 'weiblich', 'age': 'None', 'marriage_status': 'Verheiratet', 'job': 'Hatte ich, ohne Moos nix los'}, {'rating': 'rating-5', 'name': 'akamee', 'sex': 'weiblich', 'age': '41 Jahre', 'marriage_status': 'Verheiratet', 'job': 'Mutter und Hausfrau'}];"https://www.chefkoch.de/rezepte/1902001309959667/Cassis-Trueschel.html
"
Geränken;Gefüllte Champignons mit Oliven und Feta;['Gemüse', 'Vorspeise', 'Hauptspeise', 'Sommer', 'Vegetarisch', 'warm', 'Party', 'Snack', 'Überbacken', 'Pilze', 'Lactose', 'ketogen', 'LowCarb'];4.45;normal;['4große', 'Champignons,braun', '100g', 'Frischkäse', '2EL', 'Olivenöl', '4', 'Oliven,schwarz', '4', 'Oliven,grün', '1EL', 'Zitronensaft', '2EL', 'Schlagsahne', '1Prise(n)', 'Paprikapulver,edelsüß', '4Zweig/e', 'Rosmarin,kleine,junge', '8Würfel', 'Feta-Käse', 'Salz', 'Pfeffer,schwarz'];9;371kcal;15 Min;[{'rating': 'rating-5', 'name': 'schnucki25', 'sex': 'weiblich', 'age': '40 Jahre', 'marriage_status': 'None', 'job': 'None'}, {'rating': 'rating-5', 'name': 'JuliGro', 'sex': 'weiblich', 'age': '24 Jahre', 'marriage_status': 'None', 'job': 'Studentin, Gesang und Musiktheater'}, {'rating': 'rating-5', 'name': 'Izzyfied', 'sex': 'weiblich', 'age': 'None', 'marriage_status': 'None', 'job': 'Studentin'}, {'rating': 'rating-5', 'name': 'SaschaFreudenberger', 'sex': 'männlich', 'age': '33 Jahre', 'marriage_status': 'None', 'job': 'Student'}];"https://www.chefkoch.de/rezepte/1982211321509206/Gefuellte-Champignons-mit-Oliven-und-Feta.html
"
Geränken;Weißer Spargel an Champignon-Weißwein-Sahnesoße mit Nudeln;['Gemüse', 'Hauptspeise', 'Nudeln', 'Vegetarisch', 'Schnell', 'einfach', 'Frühling', 'Pilze', 'gekocht'];4.45;normal;['300g', 'Nudeln', '500g', 'Spargel,weiß', '250g', 'Champignons', '1Handvoll', 'Mangold', '1', 'Zwiebel(n)', '5', 'Cherrytomate(n)', '1EL,gehäuft', 'Butter', '200ml', 'Sahne', '250ml', 'Weißwein', '2', 'Salbeiblätter', '1Zweig/e', 'Rosmarin', '1TL', 'Paprikapulver,edelsüß', '1Prise(n)', 'Salz', '1Prise(n)', 'Pfeffer', '1Prise(n)', 'Zucker'];9;NA;15 Min;[{'rating': 'rating-5', 'name': 'JuliaNatalie', 'sex': 'weiblich', 'age': 'None', 'marriage_status': 'None', 'job': 'None'}, {'rating': 'rating-5', 'name': 'idefix221', 'sex': 'weiblich', 'age': 'None', 'marriage_status': 'None', 'job': 'None'}, {'rating': 'rating-5', 'name': 'Jirona', 'sex': 'weiblich', 'age': '43 Jahre', 'marriage_status': 'Single', 'job': 'None'}, {'rating': 'rating-5', 'name': 'Chiquitaz', 'sex': 'weiblich', 'age': '29 Jahre', 'marriage_status': 'None', 'job': 'None'}];"https://www.chefkoch.de/rezepte/2817371433712934/Weisser-Spargel-an-Champignon-Weisswein-Sahnesosse-mit-Nudeln.html
"
